"player","position","date_of_birth_age","caps","franchise_province","team","club_province","url","birth_info"
"Luka Japaridze","Prop","(1998-09-06)6 September 1998 (aged 25)",8,NA,"Georgia","Montpellier","https://en.wikipedia.org/wiki/Luka_Japaridze","Tbilisi, Georgia"
"Mikheil Nariashvili","Prop","(1990-05-25)25 May 1990 (aged 33)",73,NA,"Georgia","Black Lion","https://en.wikipedia.org/wiki/Mikheil_Nariashvili","Kutaisi, Georgia"
"Guram Papidze","Prop","(1997-06-16)16 June 1997 (aged 26)",12,NA,"Georgia","Pau","https://en.wikipedia.org/wiki/Guram_Papidze","Tbilisi, Georgia"
"Lado Chachanidze","Lock","(2000-05-14)14 May 2000 (aged 23)",13,NA,"Georgia","Nevers","https://en.wikipedia.org/wiki/Lado_Chachanidze","Georgia"
"Nodar Cheishvili","Lock","(1990-11-13)13 November 1990 (aged 32)",48,NA,"Georgia","Black Lion","https://en.wikipedia.org/wiki/Nodar_Cheishvili","Tbilisi, Georgian SSR, Soviet Union"
"Lasha Jaiani","Lock","(1998-04-21)21 April 1998 (aged 25)",19,NA,"Georgia","Nevers","https://en.wikipedia.org/wiki/Lasha_Jaiani","Tbilisi, Georgia"
"Konstantin Mikautadze","Lock","(1991-07-01)1 July 1991 (aged 32)",84,NA,"Georgia","Bayonne","https://en.wikipedia.org/wiki/Konstantin_Mikautadze","Sokhumi, Georgia"
"Mikheil Gachechiladze","Back row","(1990-12-24)24 December 1990 (aged 32)",21,NA,"Georgia","Black Lion","https://en.wikipedia.org/wiki/Mikheil_Gachechiladze","Tbilisi, Georgian SSR, Soviet Union"
"Beka Gorgadze","Back row","(1996-02-08)8 February 1996 (aged 27)",40,NA,"Georgia","Pau","https://en.wikipedia.org/wiki/Beka_Gorgadze","Tbilisi, Georgia"
"Luka Ivanishvili","Back row","(2001-11-25)25 November 2001 (aged 21)",7,NA,"Georgia","Black Lion","https://en.wikipedia.org/wiki/Luka_Ivanishvili","Georgia"
"Tornike Jalaghonia","Back row","(1998-12-12)12 December 1998 (aged 24)",24,NA,"Georgia","Biarritz","https://en.wikipedia.org/wiki/Tornike_Jalaghonia","Tbilisi, Georgia"
"Beka Saghinadze","Back row","(1998-10-29)29 October 1998 (aged 24)",36,NA,"Georgia","Lyon","https://en.wikipedia.org/wiki/Beka_Saghinadze","Tbilisi, Georgia"
"Giorgi Tsutskiridze","Back row","(1996-11-26)26 November 1996 (aged 26)",31,NA,"Georgia","Stade Français","https://en.wikipedia.org/wiki/Giorgi_Tsutskiridze","Tbilisi, Georgia"
"Gela Aprasidze","Scrum-half","(1998-01-14)14 January 1998 (aged 25)",48,NA,"Georgia","Bayonne","https://en.wikipedia.org/wiki/Gela_Aprasidze","Bolnisi, Georgia"
"Vasil Lobzhanidze","Scrum-half","(1996-10-14)14 October 1996 (aged 26)",78,NA,"Georgia","Brive","https://en.wikipedia.org/wiki/Vasil_Lobzhanidze","Tbilisi, Georgia"
"Tengiz Peranidze","Scrum-half","(1998-04-06)6 April 1998 (aged 25)",1,NA,"Georgia","Black Lion","https://en.wikipedia.org/w/index.php?title=Tengiz_Peranidze&action=edit&redlink=1",NA
"Tedo Abzhandadze","Fly-half","(1999-06-13)13 June 1999 (aged 24)",43,NA,"Georgia","Montauban","https://en.wikipedia.org/wiki/Tedo_Abzhandadze","Kutaisi, Georgia"
"Luka Matkava","Fly-half","(2001-10-05)5 October 2001 (aged 21)",10,NA,"Georgia","Black Lion","https://en.wikipedia.org/wiki/Luka_Matkava","Georgia"
"Tornike Kakhoidze","Centre","(2003-08-16)16 August 2003 (aged 20)",3,NA,"Georgia","Black Lion","https://en.wikipedia.org/wiki/Tornike_Kakhoidze","Georgia"
"Giorgi Kveseladze","Centre","(1997-11-11)11 November 1997 (aged 25)",48,NA,"Georgia","Black Lion","https://en.wikipedia.org/wiki/Giorgi_Kveseladze","Tbilisi, Georgia"
"Merab Sharikadze (c)","Centre","(1993-05-17)17 May 1993 (aged 30)",96,NA,"Georgia","Black Lion","https://en.wikipedia.org/wiki/Merab_Sharikadze","Moscow, Russia"
"Demur Tapladze","Centre","(2000-03-18)18 March 2000 (aged 23)",28,NA,"Georgia","Black Lion","https://en.wikipedia.org/wiki/Demur_Tapladze","Kutaisi, Georgia"
"Mirian Modebadze","Wing","(1997-10-27)27 October 1997 (aged 25)",25,NA,"Georgia","Black Lion","https://en.wikipedia.org/wiki/Mirian_Modebadze","Tbilisi, Georgia"
"Aka Tabutsadze","Wing","(1997-08-19)19 August 1997 (aged 26)",31,NA,"Georgia","Black Lion","https://en.wikipedia.org/wiki/Aka_Tabutsadze","Tbilisi, Georgia"
"Alexander Todua","Wing","(1987-11-02)2 November 1987 (aged 35)",108,NA,"Georgia","Black Lion","https://en.wikipedia.org/wiki/Alexander_Todua","Tbilisi, Georgia"
"Lasha Khmaladze","Fullback","(1988-01-20)20 January 1988 (aged 35)",96,NA,"Georgia","RC Batumi","https://en.wikipedia.org/wiki/Lasha_Khmaladze","Tbilisi, Georgian SSR, Soviet Union"
"Davit Niniashvili","Fullback","(2002-07-14)14 July 2002 (aged 21)",23,NA,"Georgia","Lyon","https://en.wikipedia.org/wiki/Davit_Niniashvili","Tbilisi, Georgia"
"Lionel Campergue","Hooker","(1987-11-24)24 November 1987 (aged 35)",21,NA,"Portugal","Bassin d'Arcachon","https://en.wikipedia.org/wiki/Lionel_Campergue","Pyrénées-Atlantiques, France"
"Duarte Diniz","Hooker","(1995-11-08)8 November 1995 (aged 27)",35,NA,"Portugal","Direito","https://en.wikipedia.org/w/index.php?title=Duarte_Diniz&action=edit&redlink=1",NA
"Mike Tadjer","Hooker","(1989-03-10)10 March 1989 (aged 34)",32,NA,"Portugal","Perpignan","https://en.wikipedia.org/wiki/Mike_Tadjer","Massy, France"
"Anthony Alves","Prop","(1989-06-23)23 June 1989 (aged 34)",31,NA,"Portugal","Mont-de-Marsan","https://en.wikipedia.org/wiki/Anthony_Alves",NA
"Francisco Bruno","Prop","(1995-05-28)28 May 1995 (aged 28)",24,NA,"Portugal","Direito","https://en.wikipedia.org/w/index.php?title=Francisco_Bruno&action=edit&redlink=1",NA
"David Costa","Prop","(1999-07-05)5 July 1999 (aged 24)",25,NA,"Portugal","Direito","https://en.wikipedia.org/w/index.php?title=David_Costa_(rugby_union)&action=edit&redlink=1",NA
"Francisco Fernandes","Prop","(1985-09-06)6 September 1985 (aged 38)",44,NA,"Portugal","Béziers","https://en.wikipedia.org/wiki/Francisco_Fernandes",NA
"Diogo Hasse Ferreira","Prop","(1996-10-17)17 October 1996 (aged 26)",37,NA,"Portugal","Dax","https://en.wikipedia.org/w/index.php?title=Diogo_Hasse_Ferreira_(rugby_union)&action=edit&redlink=1",NA
"António Machado Santos","Prop","(1998-06-09)9 June 1998 (aged 25)",2,NA,"Portugal","Belenenses","https://en.wikipedia.org/w/index.php?title=Ant%C3%B3nio_Machado_Santos_(rugby_union)&action=edit&redlink=1",NA
"Martim Bello","Lock","(2000-09-27)27 September 2000 (aged 22)",6,NA,"Portugal","Cascais","https://en.wikipedia.org/w/index.php?title=Martim_Bello&action=edit&redlink=1",NA
"Steevy Cerqueira","Lock","(1993-08-09)9 August 1993 (aged 30)",12,NA,"Portugal","Chambéry","https://en.wikipedia.org/w/index.php?title=Steevy_Cerqueira&action=edit&redlink=1",NA
"José Madeira","Lock","(2001-03-19)19 March 2001 (aged 22)",32,NA,"Portugal","Grenoble","https://en.wikipedia.org/w/index.php?title=Jos%C3%A9_Madeira&action=edit&redlink=1",NA
"Duarte Torgal","Lock","(1997-12-23)23 December 1997 (aged 25)",19,NA,"Portugal","Direito","https://en.wikipedia.org/w/index.php?title=Duarte_Torgal&action=edit&redlink=1",NA
"Thibault de Freitas","Back row","(1992-01-08)8 January 1992 (aged 31)",31,NA,"Portugal","Floirac","https://en.wikipedia.org/w/index.php?title=Thibault_de_Freitas&action=edit&redlink=1",NA
"João Granate","Back row","(1997-02-21)21 February 1997 (aged 26)",31,NA,"Portugal","Direito","https://en.wikipedia.org/w/index.php?title=Jo%C3%A3o_Granate&action=edit&redlink=1",NA
"Nicolas Martins","Back row","(1999-01-18)18 January 1999 (aged 24)",8,NA,"Portugal","Soyaux Angoulême","https://en.wikipedia.org/w/index.php?title=Nicolas_Martins&action=edit&redlink=1",NA
"Manuel Picão","Back row","(1997-04-10)10 April 1997 (aged 26)",21,NA,"Portugal","Direito","https://en.wikipedia.org/w/index.php?title=Manuel_Pic%C3%A3o&action=edit&redlink=1",NA
"Rafael Simões","Back row","(1991-06-20)20 June 1991 (aged 32)",27,NA,"Portugal","CDUL","https://en.wikipedia.org/w/index.php?title=Rafael_Sim%C3%B5es&action=edit&redlink=1",NA
"David Wallis","Back row","(1997-04-17)17 April 1997 (aged 26)",20,NA,"Portugal","Belenenses","https://en.wikipedia.org/w/index.php?title=David_Wallis&action=edit&redlink=1",NA
"João Bello","Scrum-half","(1995-08-02)2 August 1995 (aged 28)",25,NA,"Portugal","CDUP","https://en.wikipedia.org/w/index.php?title=Jo%C3%A3o_Bello&action=edit&redlink=1",NA
"Pedro Lucas","Scrum-half","(2000-10-16)16 October 2000 (aged 22)",17,NA,"Portugal","Técnico","https://en.wikipedia.org/wiki/Pedro_Lucas_(rugby_union)",NA
"Samuel Marques","Scrum-half","(1988-12-08)8 December 1988 (aged 34)",22,NA,"Portugal","Béziers","https://en.wikipedia.org/wiki/Samuel_Marques","Condom, Gers, France"
"Joris Moura","Fly-half","(2000-05-07)7 May 2000 (aged 23)",1,NA,"Portugal","Valence Romans","https://en.wikipedia.org/w/index.php?title=Joris_Moura&action=edit&redlink=1",NA
"Jerónimo Portela","Fly-half","(2000-11-02)2 November 2000 (aged 22)",25,NA,"Portugal","Direito","https://en.wikipedia.org/w/index.php?title=Jer%C3%B3nimo_Portela&action=edit&redlink=1",NA
"Tomás Appleton (c)","Centre","(1993-07-29)29 July 1993 (aged 30)",62,NA,"Portugal","CDUL","https://en.wikipedia.org/wiki/Tom%C3%A1s_Appleton","Lisbon, Portugal"
"Pedro Bettencourt","Centre","(1994-11-18)18 November 1994 (aged 28)",30,NA,"Portugal","Oyonnax","https://en.wikipedia.org/wiki/Pedro_Bettencourt","Porto, Portugal"
"José Lima","Centre","(1992-04-24)24 April 1992 (aged 31)",55,NA,"Portugal","Narbonne","https://en.wikipedia.org/wiki/Jos%C3%A9_Lima_(rugby_union)",NA
"Rodrigo Marta","Wing","(1999-11-18)18 November 1999 (aged 23)",31,NA,"Portugal","Colomiers","https://en.wikipedia.org/wiki/Rodrigo_Marta","Portugal"
"Vincent Pinto","Wing","(1999-04-10)10 April 1999 (aged 24)",14,NA,"Portugal","Colomiers","https://en.wikipedia.org/w/index.php?title=Vincent_Pinto&action=edit&redlink=1",NA
"Manuel Cardoso Pinto","Wing","(1998-04-07)7 April 1998 (aged 25)",30,NA,"Portugal","Agronomia","https://en.wikipedia.org/w/index.php?title=Manuel_Cardoso_Pinto&action=edit&redlink=1",NA
"Raffaele Storti","Wing","(2000-12-19)19 December 2000 (aged 22)",21,NA,"Portugal","Béziers","https://en.wikipedia.org/wiki/Raffaele_Storti","Portugal"
"Simão Bento","Fullback","(2001-06-21)21 June 2001 (aged 22)",11,NA,"Portugal","Mont-de-Marsan","https://en.wikipedia.org/w/index.php?title=Sim%C3%A3o_Bento&action=edit&redlink=1",NA
"Nuno Sousa Guedes","Fullback","(1994-11-21)21 November 1994 (aged 28)",38,NA,"Portugal","CDUP","https://en.wikipedia.org/wiki/Nuno_Sousa_Guedes",NA
"Theo Dan","Hooker","(2000-12-26)26 December 2000 (aged 22)",3,NA,"England","Saracens","https://en.wikipedia.org/wiki/Theo_Dan","London, England"
"Jamie George","Hooker","(1990-10-20)20 October 1990 (aged 32)",79,NA,"England","Saracens","https://en.wikipedia.org/wiki/Jamie_George","Welwyn Garden City, England"
"Jack Walker","Hooker","(1996-05-06)6 May 1996 (aged 27)",4,NA,"England","Harlequins","https://en.wikipedia.org/wiki/Jack_Walker_(rugby_union)","Steeton, England"
"Dan Cole","Prop","(1987-05-09)9 May 1987 (aged 36)",102,NA,"England","Leicester Tigers","https://en.wikipedia.org/wiki/Dan_Cole_(rugby_union)","Leicester, England"
"Ellis Genge (vc)","Prop","(1995-02-16)16 February 1995 (aged 28)",52,NA,"England","Bristol Bears","https://en.wikipedia.org/wiki/Ellis_Genge","Bristol, England"
"Joe Marler","Prop","(1990-07-07)7 July 1990 (aged 33)",82,NA,"England","Harlequins","https://en.wikipedia.org/wiki/Joe_Marler","Eastbourne, England"
"Bevan Rodd","Prop","(2000-08-26)26 August 2000 (aged 23)",3,NA,"England","Sale Sharks","https://en.wikipedia.org/wiki/Bevan_Rodd","Dunoon, Scotland"
"Kyle Sinckler","Prop","(1993-03-30)30 March 1993 (aged 30)",63,NA,"England","Bristol Bears","https://en.wikipedia.org/wiki/Kyle_Sinckler","Wandsworth, England"
"Will Stuart","Prop","(1996-07-12)12 July 1996 (aged 27)",29,NA,"England","Bath","https://en.wikipedia.org/wiki/Will_Stuart","Westminster, England"
"Ollie Chessum","Lock","(2000-09-06)6 September 2000 (aged 23)",11,NA,"England","Leicester Tigers","https://en.wikipedia.org/wiki/Ollie_Chessum","Boston, England"
"Maro Itoje","Lock","(1994-10-28)28 October 1994 (aged 28)",70,NA,"England","Saracens","https://en.wikipedia.org/wiki/Maro_Itoje","Camden, England"
"Courtney Lawes","Lock","(1989-02-23)23 February 1989 (aged 34)",100,NA,"England","Northampton Saints","https://en.wikipedia.org/wiki/Courtney_Lawes","Hackney, England"
"George Martin","Lock","(2001-06-18)18 June 2001 (aged 22)",3,NA,"England","Leicester Tigers","https://en.wikipedia.org/wiki/George_Martin_(rugby_union)","Nottingham, England"
"David Ribbans","Lock","(1995-08-29)29 August 1995 (aged 28)",8,NA,"England","Toulon","https://en.wikipedia.org/wiki/David_Ribbans","Somerset West, South Africa"
"Tom Curry","Back row","(1998-06-15)15 June 1998 (aged 25)",45,NA,"England","Sale Sharks","https://en.wikipedia.org/wiki/Tom_Curry_(rugby_union)","Hounslow, England"
"Ben Earl","Back row","(1998-01-07)7 January 1998 (aged 25)",18,NA,"England","Saracens","https://en.wikipedia.org/wiki/Ben_Earl","Redhill, England"
"Lewis Ludlam","Back row","(1995-12-08)8 December 1995 (aged 27)",21,NA,"England","Northampton Saints","https://en.wikipedia.org/wiki/Lewis_Ludlam","Ipswich, England"
"Jack Willis","Back row","(1996-12-24)24 December 1996 (aged 26)",13,NA,"England","Toulouse","https://en.wikipedia.org/wiki/Jack_Willis_(rugby_union)","Reading, England"
"Billy Vunipola","Back row","(1992-11-03)3 November 1992 (aged 30)",70,NA,"England","Saracens","https://en.wikipedia.org/wiki/Billy_Vunipola","Sydney, New South Wales, Australia"
"Danny Care","Scrum-half","(1987-01-02)2 January 1987 (aged 36)",90,NA,"England","Harlequins","https://en.wikipedia.org/wiki/Danny_Care","Leeds, England"
"Alex Mitchell","Scrum-half","(1997-05-25)25 May 1997 (aged 26)",6,NA,"England","Northampton Saints","https://en.wikipedia.org/wiki/Alex_Mitchell_(rugby_union)","Maidstone, England"
"Jack van Poortvliet","Scrum-half","(2001-05-15)15 May 2001 (aged 22)",14,NA,"England","Leicester Tigers","https://en.wikipedia.org/wiki/Jack_van_Poortvliet","Norwich, England"
"Ben Youngs","Scrum-half","(1989-09-05)5 September 1989 (aged 34)",124,NA,"England","Leicester Tigers","https://en.wikipedia.org/wiki/Ben_Youngs","Aylsham, England"
"Owen Farrell (c)","Fly-half","(1991-09-24)24 September 1991 (aged 31)",107,NA,"England","Saracens","https://en.wikipedia.org/wiki/Owen_Farrell","Billinge Higher End, England"
"George Ford","Fly-half","(1993-03-16)16 March 1993 (aged 30)",85,NA,"England","Sale Sharks","https://en.wikipedia.org/wiki/George_Ford_(rugby_union)","Oldham, England"
"Marcus Smith","Fly-half","(1999-02-14)14 February 1999 (aged 24)",24,NA,"England","Harlequins","https://en.wikipedia.org/wiki/Marcus_Smith_(rugby_union)","Manila, Philippines"
"Elliot Daly","Centre","(1992-10-08)8 October 1992 (aged 30)",59,NA,"England","Saracens","https://en.wikipedia.org/wiki/Elliot_Daly","Croydon, England"
"Ollie Lawrence","Centre","(1999-09-18)18 September 1999 (aged 23)",14,NA,"England","Bath","https://en.wikipedia.org/wiki/Ollie_Lawrence","Birmingham, England"
"Joe Marchant","Centre","(1996-07-16)16 July 1996 (aged 27)",19,NA,"England","Stade Français","https://en.wikipedia.org/wiki/Joe_Marchant_(rugby_union)","Winchester, England"
"Manu Tuilagi","Centre","(1991-05-18)18 May 1991 (aged 32)",53,NA,"England","Sale Sharks","https://en.wikipedia.org/wiki/Manu_Tuilagi","Fogapoa, Samoa"
"Max Malins","Wing","(1997-01-07)7 January 1997 (aged 26)",21,NA,"England","Bristol Bears","https://en.wikipedia.org/wiki/Max_Malins","Cambridge, England"
"Jonny May","Wing","(1990-04-01)1 April 1990 (aged 33)",72,NA,"England","Gloucester","https://en.wikipedia.org/wiki/Jonny_May","Chiseldon, England"
"Anthony Watson","Wing","(1994-02-26)26 February 1994 (aged 29)",56,NA,"England","Unattached","https://en.wikipedia.org/wiki/Anthony_Watson_(rugby_union)","Ashford, England"
"Henry Arundell","Fullback","(2002-11-08)8 November 2002 (aged 20)",8,NA,"England","Racing 92","https://en.wikipedia.org/wiki/Henry_Arundell","Dhekelia, British Overseas Territories"
"Freddie Steward","Fullback","(2000-12-05)5 December 2000 (aged 22)",26,NA,"England","Leicester Tigers","https://en.wikipedia.org/wiki/Freddie_Steward","East Dereham, England"
"Shota Horie","Hooker","(1986-01-21)21 January 1986 (aged 37)",72,NA,"Japan","Saitama Wild Knights","https://en.wikipedia.org/wiki/Shota_Horie","Suita, Japan"
"Kosuke Horikoshi","Hooker","(1995-06-02)2 June 1995 (aged 28)",7,NA,"Japan","Tokyo Sungoliath","https://en.wikipedia.org/wiki/Kosuke_Horikoshi","Gunma, Japan"
"Atsushi Sakate","Hooker","(1993-06-21)21 June 1993 (aged 30)",37,NA,"Japan","Saitama Wild Knights","https://en.wikipedia.org/wiki/Atsushi_Sakate","Kyoto, Japan"
"Asaeli Ai Valu","Prop","(1989-05-07)7 May 1989 (aged 34)",26,NA,"Japan","Saitama Wild Knights","https://en.wikipedia.org/wiki/Asaeli_Ai_Valu","Tofoa, Tonga"
"Sione Halasili","Prop","(1999-10-15)15 October 1999 (aged 23)",0,NA,"Japan","Yokohama Canon Eagles","https://en.wikipedia.org/w/index.php?title=Sione_Halasili&action=edit&redlink=1",NA
"Keita Inagaki","Prop","(1990-06-02)2 June 1990 (aged 33)",49,NA,"Japan","Saitama Wild Knights","https://en.wikipedia.org/wiki/Keita_Inagaki","Niigata, Japan"
"Koo Ji-won","Prop","(1994-07-20)20 July 1994 (aged 29)",25,NA,"Japan","Kobelco Kobe Steelers","https://en.wikipedia.org/wiki/Koo_Ji-won","Seoul, South Korea"
"Shinnosuke Kakinaga","Prop","(1991-12-19)19 December 1991 (aged 31)",12,NA,"Japan","Tokyo Sungoliath","https://en.wikipedia.org/wiki/Shinnosuke_Kakinaga","Fukuoka, Japan"
"Craig Millar","Prop","(1990-10-29)29 October 1990 (aged 32)",13,NA,"Japan","Saitama Wild Knights","https://en.wikipedia.org/wiki/Craig_Millar_(rugby_union)","Dunedin, New Zealand"
"Jack Cornelsen","Lock","(1994-10-13)13 October 1994 (aged 28)",16,NA,"Japan","Saitama Wild Knights","https://en.wikipedia.org/wiki/Jack_Cornelsen","Gold Coast, Queensland, Australia"
"Warner Dearns","Lock","(2002-04-11)11 April 2002 (aged 21)",7,NA,"Japan","Toshiba Brave Lupus Tokyo","https://en.wikipedia.org/wiki/Warner_Dearns","Wellington, New Zealand"
"Amato Fakatava","Lock","(1994-12-07)7 December 1994 (aged 28)",3,NA,"Japan","Black Rams Tokyo","https://en.wikipedia.org/w/index.php?title=Amato_Fakatava&action=edit&redlink=1",NA
"Uwe Helu 1,","Lock","(1990-07-12)12 July 1990 (aged 33)",19,NA,"Japan","Kubota Spears","https://en.wikipedia.org/wiki/Uwe_Helu","Nukuʻalofa, Tonga"
"James Moore","Lock","(1993-11-06)6 November 1993 (aged 29)",16,NA,"Japan","Urayasu D-Rocks","https://en.wikipedia.org/wiki/James_Moore_(rugby_union)","Brisbane, Queensland, Australia"
"Amanaki Saumaki","Lock","(1997-03-08)8 March 1997 (aged 26)",1,NA,"Japan","Kobelco Kobe Steelers","https://en.wikipedia.org/w/index.php?title=Amanaki_Saumaki&action=edit&redlink=1",NA
"Shota Fukui","Back row","(1999-09-28)28 September 1999 (aged 23)",2,NA,"Japan","Saitama Wild Knights","https://en.wikipedia.org/w/index.php?title=Shota_Fukui&action=edit&redlink=1",NA
"Ben Gunter","Back row","(1997-10-24)24 October 1997 (aged 25)",8,NA,"Japan","Saitama Wild Knights","https://en.wikipedia.org/wiki/Ben_Gunter","Bangkok, Thailand"
"Kazuki Himeno","Back row","(1994-07-27)27 July 1994 (aged 29)",29,NA,"Japan","Toyota Verblitz","https://en.wikipedia.org/wiki/Kazuki_Himeno","Nagoya, Japan"
"Lappies Labuschagné","Back row","(1989-01-11)11 January 1989 (aged 34)",16,NA,"Japan","Kubota Spears","https://en.wikipedia.org/wiki/Lappies_Labuschagn%C3%A9","Pretoria, South Africa"
"Michael Leitch","Back row","(1988-10-07)7 October 1988 (aged 34)",80,NA,"Japan","Toshiba Brave Lupus Tokyo","https://en.wikipedia.org/wiki/Michael_Leitch","Christchurch, New Zealand"
"Kanji Shimokawa","Back row","(1999-01-17)17 January 1999 (aged 24)",2,NA,"Japan","Tokyo Sungoliath","https://en.wikipedia.org/w/index.php?title=Kanji_Shimokawa&action=edit&redlink=1",NA
"Kenta Fukuda","Scrum-half","(1996-12-19)19 December 1996 (aged 26)",0,NA,"Japan","Toyota Verblitz","https://en.wikipedia.org/wiki/Kenta_Fukuda","Ibaraki, Japan"
"Yutaka Nagare","Scrum-half","(1992-09-04)4 September 1992 (aged 31)",34,NA,"Japan","Tokyo Sungoliath","https://en.wikipedia.org/wiki/Yutaka_Nagare","Fukuoka, Japan"
"Naoto Saito","Scrum-half","(1997-08-26)26 August 1997 (aged 26)",15,NA,"Japan","Tokyo Sungoliath","https://en.wikipedia.org/wiki/Naoto_Saito","Kanagawa, Japan"
"Jumpei Ogura","Fly-half","(1992-07-11)11 July 1992 (aged 31)",4,NA,"Japan","Yokohama Canon Eagles","https://en.wikipedia.org/wiki/Jumpei_Ogura","Tokyo, Japan"
"Rikiya Matsuda","Fly-half","(1994-05-03)3 May 1994 (aged 29)",33,NA,"Japan","Saitama Wild Knights","https://en.wikipedia.org/wiki/Rikiya_Matsuda","Kyoto, Japan"
"Lee Seung-sin","Fly-half","(2001-01-13)13 January 2001 (aged 22)",10,NA,"Japan","Kobelco Kobe Steelers","https://en.wikipedia.org/wiki/Lee_Seung-sin","Hyogo, Japan"
"Ryoto Nakamura","Centre","(1991-06-03)3 June 1991 (aged 32)",35,NA,"Japan","Tokyo Sungoliath","https://en.wikipedia.org/wiki/Ryoto_Nakamura","Kagoshima, Japan"
"Shōgo Nakano","Centre","(1997-06-11)11 June 1997 (aged 26)",7,NA,"Japan","Tokyo Sungoliath","https://en.wikipedia.org/wiki/Sh%C5%8Dgo_Nakano","Fukuoka, Japan"
"Dylan Riley","Centre","(1997-05-02)2 May 1997 (aged 26)",14,NA,"Japan","Saitama Wild Knights","https://en.wikipedia.org/wiki/Dylan_Riley_(rugby_union)","Durban, South Africa"
"Tomoki Osada","Centre","(1999-11-25)25 November 1999 (aged 23)",4,NA,"Japan","Saitama Wild Knights","https://en.wikipedia.org/w/index.php?title=Tomoki_Osada&action=edit&redlink=1",NA
"Siosaia Fifita","Wing","(1998-12-20)20 December 1998 (aged 24)",12,NA,"Japan","Toyota Verblitz","https://en.wikipedia.org/wiki/Siosaia_Fifita","Nukuʻalofa, Tonga"
"Lomano Lemeki","Wing","(1989-01-20)20 January 1989 (aged 34)",16,NA,"Japan","Green Rockets Tokatsu","https://en.wikipedia.org/wiki/Lomano_Lemeki","Auckland, New Zealand"
"Semisi Masirewa","Wing","(1992-06-09)9 June 1992 (aged 31)",5,NA,"Japan","Hanazono Kintetsu Liners","https://en.wikipedia.org/wiki/Semisi_Masirewa","Taveuni, Fiji"
"Jone Naikabula","Wing","(1994-04-12)12 April 1994 (aged 29)",4,NA,"Japan","Toshiba Brave Lupus Tokyo","https://en.wikipedia.org/w/index.php?title=Jone_Naikabula&action=edit&redlink=1",NA
"Kotaro Matsushima","Fullback","(1993-02-26)26 February 1993 (aged 30)",51,NA,"Japan","Tokyo Sungoliath","https://en.wikipedia.org/wiki/Kotaro_Matsushima","Pretoria, South Africa"
"Agustín Creevy","Hooker","(1985-03-15)15 March 1985 (aged 38)",101,NA,"Argentina","Sale Sharks","https://en.wikipedia.org/wiki/Agust%C3%ADn_Creevy","La Plata, Argentina"
"Julián Montoya (c)","Hooker","(1993-10-29)29 October 1993 (aged 29)",89,NA,"Argentina","Leicester Tigers","https://en.wikipedia.org/wiki/Juli%C3%A1n_Montoya","Buenos Aires, Argentina"
"Ignacio Ruiz","Hooker","(2001-01-03)3 January 2001 (aged 22)",6,NA,"Argentina","Perpignan","https://en.wikipedia.org/wiki/Ignacio_Ruiz_(rugby_union)","Buenos Aires, Argentina"
"Eduardo Bello","Prop","(1995-11-27)27 November 1995 (aged 27)",14,NA,"Argentina","Newcastle Falcons","https://en.wikipedia.org/wiki/Eduardo_Bello","Córdoba, Argentina"
"Thomas Gallo","Prop","(1999-04-30)30 April 1999 (aged 24)",17,NA,"Argentina","Benetton","https://en.wikipedia.org/wiki/Thomas_Gallo_(rugby_union)","Tucumán, Argentina"
"Francisco Gómez Kodela","Prop","(1985-07-07)7 July 1985 (aged 38)",31,NA,"Argentina","Lyon","https://en.wikipedia.org/wiki/Francisco_G%C3%B3mez_Kodela","Buenos Aires, Argentina"
"Joel Sclavi","Prop","(1994-06-25)25 June 1994 (aged 29)",12,NA,"Argentina","La Rochelle","https://en.wikipedia.org/wiki/Joel_Sclavi","Mar del Plata, Argentina"
"Nahuel Tetaz Chaparro","Prop","(1989-03-11)11 March 1989 (aged 34)",78,NA,"Argentina","Benetton","https://en.wikipedia.org/wiki/Nahuel_Tetaz_Chaparro","General Madariaga, Argentina"
"Mayco Vivas","Prop","(1998-06-02)2 June 1998 (aged 25)",19,NA,"Argentina","Gloucester","https://en.wikipedia.org/wiki/Mayco_Vivas","Rafaela, Argentina"
"Matías Alemanno","Lock","(1991-12-05)5 December 1991 (aged 31)",87,NA,"Argentina","Gloucester","https://en.wikipedia.org/wiki/Mat%C3%ADas_Alemanno","Córdoba, Argentina"
"Tomás Lavanini","Lock","(1993-01-22)22 January 1993 (aged 30)",82,NA,"Argentina","Clermont","https://en.wikipedia.org/wiki/Tom%C3%A1s_Lavanini","Buenos Aires, Argentina"
"Guido Petti","Lock","(1994-09-17)17 September 1994 (aged 28)",75,NA,"Argentina","Bordeaux Bègles","https://en.wikipedia.org/wiki/Guido_Petti","Buenos Aires, Argentina"
"Pedro Rubiolo","Lock","(2002-12-12)12 December 2002 (aged 20)",5,NA,"Argentina","Newcastle Falcons","https://en.wikipedia.org/wiki/Pedro_Rubiolo","Sante Fe, Argentina"
"Rodrigo Bruni","Back row","(1993-09-03)3 September 1993 (aged 30)",21,NA,"Argentina","Bayonne","https://en.wikipedia.org/wiki/Rodrigo_Bruni","Tandil, Argentina"
"Juan Martín González","Back row","(2000-11-14)14 November 2000 (aged 22)",24,NA,"Argentina","Saracens","https://en.wikipedia.org/wiki/Juan_Mart%C3%ADn_Gonz%C3%A1lez","Mendoza, Argentina"
